,k,j,date,irr,geo_slice
0,Dallas-Fort Worth - TX - Grapevine,Class C,2021-07-01,,Submarket - Dallas-Fort Worth - TX - Grapevine - Class C
0,Dallas-Fort Worth - TX - Grapevine,Class C,2021-10-01,,Submarket - Dallas-Fort Worth - TX - Grapevine - Class C
0,Dallas-Fort Worth - TX - Grapevine,Class C,2022-01-01,,Submarket - Dallas-Fort Worth - TX - Grapevine - Class C
0,Dallas-Fort Worth - TX - Grapevine,Class C,2022-04-01,,Submarket - Dallas-Fort Worth - TX - Grapevine - Class C
0,Dallas-Fort Worth - TX - Grapevine,Class C,2022-07-01,,Submarket - Dallas-Fort Worth - TX - Grapevine - Class C
0,Dallas-Fort Worth - TX - Grapevine,Class C,2022-10-01,,Submarket - Dallas-Fort Worth - TX - Grapevine - Class C
0,Dallas-Fort Worth - TX - Grapevine,Class C,2023-01-01,,Submarket - Dallas-Fort Worth - TX - Grapevine - Class C
0,Dallas-Fort Worth - TX - Grapevine,Class C,2023-04-01,,Submarket - Dallas-Fort Worth - TX - Grapevine - Class C
0,Dallas-Fort Worth - TX - Grapevine,Class C,2023-07-01,,Submarket - Dallas-Fort Worth - TX - Grapevine - Class C
0,Dallas-Fort Worth - TX - Grapevine,Class C,2023-10-01,,Submarket - Dallas-Fort Worth - TX - Grapevine - Class C
0,New York - NY - Middletown/Goshen,Class C,2001-01-01,0.549445837372539,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2001-04-01,0.5300607855955524,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2001-07-01,0.5228980846079505,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2001-10-01,0.5120092514662016,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2002-01-01,0.4837283334443405,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2002-04-01,0.46171071754622806,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2002-07-01,0.45525484189785304,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2002-10-01,0.42728658224652305,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2003-01-01,0.38670111533370277,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2003-04-01,0.3210704501227739,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2003-07-01,0.2308143039095607,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2003-10-01,0.14525124509657594,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2004-01-01,0.06546869568848734,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2004-04-01,-0.009311796994348143,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2004-07-01,-0.03315318326269179,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2004-10-01,-0.03244232872210673,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2005-01-01,-0.0060658016112705715,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2005-04-01,0.023636816651320336,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2005-07-01,0.04980129092003649,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2005-10-01,0.06535929796157314,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2006-01-01,0.0791981497401042,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2006-04-01,0.06777380533923827,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2006-07-01,0.0643275794350624,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2006-10-01,0.06114292524616349,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2007-01-01,0.0519827924090428,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2007-04-01,0.042480273793187306,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2007-07-01,0.10021847421438634,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2007-10-01,0.1368097009052709,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2008-01-01,0.20458214400165886,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2008-04-01,0.29423712198912,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2008-07-01,0.352780332161837,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2008-10-01,0.43107993675651124,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2009-01-01,0.5011682509711246,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2009-04-01,0.5234593287450879,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2009-07-01,0.5369047040885175,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2009-10-01,0.5393669444514284,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2010-01-01,0.4665367332560688,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2010-04-01,0.41932831589502184,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2010-07-01,0.38628049787550833,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2010-10-01,0.34454610402967045,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2011-01-01,0.2515374631820755,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2011-04-01,0.2667784959195423,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2011-07-01,0.3296079456289305,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2011-10-01,0.34447852676784185,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2012-01-01,0.35289862449402953,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2012-04-01,0.36434676052153336,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2012-07-01,0.28439391710467277,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2012-10-01,0.2662916480910442,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2013-01-01,0.24941555470505739,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2013-04-01,0.25149596299012944,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2013-07-01,0.21197522830095128,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2013-10-01,0.20537923302675387,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2014-01-01,0.19626408137654927,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2014-04-01,0.18162662264169338,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2014-07-01,0.1659779390503182,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2014-10-01,0.15389867569997473,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2015-01-01,0.2569488368874955,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2015-04-01,0.23893656502879113,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2015-07-01,0.23447829590995828,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2015-10-01,0.23657982909272368,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2016-01-01,0.28653510050880304,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2016-04-01,0.2926352901154361,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2016-07-01,0.2521414314652406,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2016-10-01,0.22170906875830587,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2017-01-01,0.20796592599189334,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2017-04-01,0.20374485020317534,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2017-07-01,0.1846114118302562,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2017-10-01,0.1526135788377041,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2018-01-01,0.13269315673571147,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2018-04-01,0.11075577920539814,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2018-07-01,0.10743762559036774,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2018-10-01,0.09977261438104401,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2019-01-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2019-04-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2019-07-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2019-10-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2020-01-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2020-04-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2020-07-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2020-10-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2021-01-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2021-04-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2021-07-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2021-10-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2022-01-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2022-04-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2022-07-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2022-10-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2023-01-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2023-04-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2023-07-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,New York - NY - Middletown/Goshen,Class C,2023-10-01,,Submarket - New York - NY - Middletown/Goshen - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2001-01-01,0.6069114991197033,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2001-04-01,0.587502197616554,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2001-07-01,0.5808488348204353,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2001-10-01,0.5683252979739399,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2002-01-01,0.5420734956011111,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2002-04-01,0.5129813872812534,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2002-07-01,0.5062260634650495,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2002-10-01,0.4760286754463998,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2003-01-01,0.4261503040208059,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2003-04-01,0.3759368354556958,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2003-07-01,0.26423038343832594,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2003-10-01,0.1848653439270176,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2004-01-01,0.09438723478462019,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2004-04-01,0.0037837497826422872,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2004-07-01,-0.03163079362776844,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2004-10-01,-0.06024565956622119,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2005-01-01,-0.03434668272740671,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2005-04-01,-0.009853375305577727,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2005-07-01,0.025606504381860518,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2005-10-01,0.008482422875130569,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2006-01-01,0.029983007201398904,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2006-04-01,0.02384773168057719,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2006-07-01,0.018446470595103515,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2006-10-01,0.012244028238167948,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2007-01-01,0.010732268415027502,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2007-04-01,0.008796296996902653,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2007-07-01,0.016141739946803346,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2007-10-01,0.04889023557003136,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2008-01-01,0.13799006230912148,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2008-04-01,0.19313100155975027,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2008-07-01,0.2672492877345818,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2008-10-01,0.35986708250754207,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2009-01-01,0.4456153102845546,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2009-04-01,0.4742010022109271,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2009-07-01,0.4784077107828346,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2009-10-01,0.47661725031427427,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2010-01-01,0.4350897320012137,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2010-04-01,0.39850322034027896,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2010-07-01,0.36450556192990224,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2010-10-01,0.32279693473050663,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2011-01-01,0.2562414981323007,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2011-04-01,0.25870329281824267,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2011-07-01,0.2962147782818103,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2011-10-01,0.3144249873001512,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2012-01-01,0.31974824594936635,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2012-04-01,0.3277649031457035,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2012-07-01,0.35267680731093476,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2012-10-01,0.35389862704728126,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2013-01-01,0.3457942853779079,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2013-04-01,0.37035324715454454,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2013-07-01,0.36351462148867,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2013-10-01,0.36518315415668656,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2014-01-01,0.3540340204397119,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2014-04-01,0.36407562095337154,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2014-07-01,0.3585301930852285,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2014-10-01,0.3578767110156693,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2015-01-01,0.40885845480580896,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2015-04-01,0.41106615025418436,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2015-07-01,0.4315804663998717,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2015-10-01,0.4330133739879247,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2016-01-01,0.4528977856000733,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2016-04-01,0.49062405074356885,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2016-07-01,0.5258010986894386,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2016-10-01,0.5243294532296814,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2017-01-01,0.5212792971177489,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2017-04-01,0.5206536892047708,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2017-07-01,0.5122390865357787,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2017-10-01,0.4906783338280367,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2018-01-01,0.46455160919827865,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2018-04-01,0.4604601240621464,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2018-07-01,0.4497109488526836,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2018-10-01,0.44413561935651313,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2019-01-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2019-04-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2019-07-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2019-10-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2020-01-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2020-04-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2020-07-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2020-10-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2021-01-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2021-04-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2021-07-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2021-10-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2022-01-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2022-04-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2022-07-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2022-10-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2023-01-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2023-04-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2023-07-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Phoenix - AZ - Southeast Valley,Class C,2023-10-01,,Submarket - Phoenix - AZ - Southeast Valley - Class C
0,Houston - TX - East End Houston,Class C,2001-01-01,0.4730713851541475,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2001-04-01,0.4659530322754233,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2001-07-01,0.4688049917280066,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2001-10-01,0.4753248850084011,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2002-01-01,0.44180615739669005,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2002-04-01,0.4165931879120244,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2002-07-01,0.4147856972383912,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2002-10-01,0.38484639512766194,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2003-01-01,0.35957490835006367,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2003-04-01,0.3204747288745564,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2003-07-01,0.244558678113741,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2003-10-01,0.195915192686835,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2004-01-01,0.14688859638729124,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2004-04-01,0.07925694586244414,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2004-07-01,0.061442196602338184,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2004-10-01,0.0652483204997174,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2005-01-01,0.0783706694521411,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2005-04-01,0.10767113670362294,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2005-07-01,0.13626744766005672,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2005-10-01,0.13144906297418602,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2006-01-01,0.15157977917694154,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2006-04-01,0.13940529040146776,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2006-07-01,0.15270190460078492,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2006-10-01,0.17182049362559337,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2007-01-01,0.1689356853697228,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2007-04-01,0.16576974462929428,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2007-07-01,0.18815607513338994,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2007-10-01,0.25962422519743167,Submarket - Houston - TX - East End Houston - Class C
0,Houston - TX - East End Houston,Class C,2008-01-01,0.31700006662741,Submarket - Houston - TX - East End Houston - Class C
